epoch: 1 model config: 0 f1_weighted: 0.11731557548046112
epoch: 2 model config: 0 f1_weighted: 0.17258509993553162
epoch: 3 model config: 0 f1_weighted: 0.22782842814922333
epoch: 4 model config: 0 f1_weighted: 0.2674281895160675
epoch: 5 model config: 0 f1_weighted: 0.29212164878845215
epoch: 6 model config: 0 f1_weighted: 0.32135477662086487
epoch: 7 model config: 0 f1_weighted: 0.3385421931743622
epoch: 8 model config: 0 f1_weighted: 0.3424995541572571
epoch: 9 model config: 0 f1_weighted: 0.3533914387226105
epoch: 10 model config: 0 f1_weighted: 0.37199077010154724
epoch: 11 model config: 0 f1_weighted: 0.38672158122062683
epoch: 12 model config: 0 f1_weighted: 0.39236387610435486
epoch: 13 model config: 0 f1_weighted: 0.40281563997268677
epoch: 14 model config: 0 f1_weighted: 0.4121765196323395
epoch: 15 model config: 0 f1_weighted: 0.42265042662620544
epoch: 16 model config: 0 f1_weighted: 0.4355142116546631
epoch: 17 model config: 0 f1_weighted: 0.4386835992336273
epoch: 18 model config: 0 f1_weighted: 0.43610236048698425
epoch: 19 model config: 0 f1_weighted: 0.439894437789917
epoch: 20 model config: 0 f1_weighted: 0.44263756275177
